drugbank_id,name,other_drug_name,interaction_description
db00002,cetuximab,certolizumab pegol,the risk or severity of adverse effects can be increased when cetuximab is combined with certolizumab pegol.
db00002,cetuximab,inolimomab,the risk or severity of adverse effects can be increased when cetuximab is combined with inolimomab.
db00002,cetuximab,pentaglobin,the risk or severity of adverse effects can be increased when cetuximab is combined with pentaglobin.
db00002,cetuximab,abagovomab,the risk or severity of adverse effects can be increased when cetuximab is combined with abagovomab.
db00002,cetuximab,efungumab,the risk or severity of adverse effects can be increased when cetuximab is combined with efungumab.
db00002,cetuximab,foralumab,the risk or severity of adverse effects can be increased when cetuximab is combined with foralumab.
db00002,cetuximab,indatuximab ravtansine,the risk or severity of adverse effects can be increased when cetuximab is combined with indatuximab ravtansine.
db00002,cetuximab,magrolimab,the risk or severity of adverse effects can be increased when cetuximab is combined with magrolimab.
db00002,cetuximab,olinvacimab,the risk or severity of adverse effects can be increased when cetuximab is combined with olinvacimab.
db00002,cetuximab,actoxumab,the risk or severity of adverse effects can be increased when cetuximab is combined with actoxumab.
db00002,cetuximab,volagidemab,the risk or severity of adverse effects can be increased when cetuximab is combined with volagidemab.
db00002,cetuximab,bentracimab,the risk or severity of adverse effects can be increased when cetuximab is combined with bentracimab.
db00002,cetuximab,amivantamab,the risk or severity of adverse effects can be increased when cetuximab is combined with amivantamab.
db00002,cetuximab,"ebola zaire vaccine (live, attenuated)","the therapeutic efficacy of ebola zaire vaccine (live, attenuated) can be decreased when used in combination with cetuximab."
db00002,cetuximab,imlifidase,the therapeutic efficacy of cetuximab can be decreased when used in combination with imlifidase.
db00002,cetuximab,darbepoetin alfa,the risk or severity of thrombosis can be increased when darbepoetin alfa is combined with cetuximab.
db00002,cetuximab,erythropoietin,the risk or severity of thrombosis can be increased when erythropoietin is combined with cetuximab.
db00002,cetuximab,peginesatide,the risk or severity of thrombosis can be increased when peginesatide is combined with cetuximab.
db00002,cetuximab,methoxy polyethylene glycol-epoetin beta,the risk or severity of thrombosis can be increased when methoxy polyethylene glycol-epoetin beta is combined with cetuximab.
db00002,cetuximab,imdevimab,the risk or severity of adverse effects can be increased when cetuximab is combined with imdevimab.
db00002,cetuximab,casirivimab,the risk or severity of adverse effects can be increased when cetuximab is combined with casirivimab.
db00002,cetuximab,cilgavimab,the risk or severity of adverse effects can be increased when cetuximab is combined with cilgavimab.
db00002,cetuximab,tixagevimab,the risk or severity of adverse effects can be increased when cetuximab is combined with tixagevimab.
db00002,cetuximab,sotrovimab,the risk or severity of adverse effects can be increased when cetuximab is combined with sotrovimab.
db00002,cetuximab,loncastuximab tesirine,the risk or severity of adverse effects can be increased when cetuximab is combined with loncastuximab tesirine.
db00002,cetuximab,tisotumab vedotin,the risk or severity of adverse effects can be increased when cetuximab is combined with tisotumab vedotin.
db00002,cetuximab,sutimlimab,the risk or severity of adverse effects can be increased when cetuximab is combined with sutimlimab.
db00002,cetuximab,bebtelovimab,the risk or severity of adverse effects can be increased when cetuximab is combined with bebtelovimab.
db00002,cetuximab,mosunetuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with mosunetuzumab.
db00002,cetuximab,spesolimab,the risk or severity of adverse effects can be increased when cetuximab is combined with spesolimab.
db00002,cetuximab,eflapegrastim,the risk or severity of adverse effects can be increased when cetuximab is combined with eflapegrastim.
db00002,cetuximab,lidocaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with lidocaine.
db00002,cetuximab,ropivacaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with ropivacaine.
db00002,cetuximab,bupivacaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with bupivacaine.
db00002,cetuximab,cinchocaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with cinchocaine.
db00002,cetuximab,dyclonine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with dyclonine.
db00002,cetuximab,procaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with procaine.
db00002,cetuximab,prilocaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with prilocaine.
db00002,cetuximab,proparacaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with proparacaine.
db00002,cetuximab,meloxicam,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with meloxicam.
db00002,cetuximab,oxybuprocaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with oxybuprocaine.
db00002,cetuximab,cocaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with cocaine.
db00002,cetuximab,mepivacaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with mepivacaine.
db00002,cetuximab,levobupivacaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with levobupivacaine.
db00002,cetuximab,diphenhydramine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with diphenhydramine.
db00002,cetuximab,benzocaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with benzocaine.
db00002,cetuximab,chloroprocaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with chloroprocaine.
db00002,cetuximab,phenol,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with phenol.
db00002,cetuximab,tetrodotoxin,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with tetrodotoxin.
db00002,cetuximab,benzyl alcohol,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with benzyl alcohol.
db00002,cetuximab,capsaicin,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with capsaicin.
db00002,cetuximab,etidocaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with etidocaine.
db00002,cetuximab,articaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with articaine.
db00002,cetuximab,tetracaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with tetracaine.
db00002,cetuximab,propoxycaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with propoxycaine.
db00002,cetuximab,pramocaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with pramocaine.
db00002,cetuximab,butamben,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with butamben.
db00002,cetuximab,butacaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with butacaine.
db00002,cetuximab,oxetacaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with oxetacaine.
db00002,cetuximab,ethyl chloride,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with ethyl chloride.
db00002,cetuximab,butanilicaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with butanilicaine.
db00002,cetuximab,metabutethamine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with metabutethamine.
db00002,cetuximab,quinisocaine,the risk or severity of methemoglobinemia can be increased when cetuximab is combined with quinisocaine.
db00002,cetuximab,glofitamab,the risk or severity of adverse effects can be increased when cetuximab is combined with glofitamab.
